Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.032872,0.68993,-0.03037,0.94815,-63.372,0.067179,0.045656,0.32897,1.0437,0.22697,0.045656,0.077953,0.048212,0.045656,3334.5,0.10946,1.4494,0.045656,0.029147,43.365,1.0896,0.059597,0.020985,0.094887,0.22697,0.090932,0.39709,-0.068295,4.5735,0.42638,0.029147,142.44,2.5625,0.086382,0.059597,1.6141,3.5419,0.33121,0.038046,0.11013,0.25355,0.038046,114.37,71.001,0.17663,0.63039,45.261,0.029733,0.018981,0.80489,0.58569,0.39024,0.5104,0.74481,-1137.5,0.04188,0.14483,0.95812,0.45928,8.4169,5.1408,136.47,2.6745,3.5226,0
-0.12978,0.88195,-0.42581,0.47402,-82.589,0.0,-0.12978,0.13386,2.7875,0.11805,-0.11898,-0.16031,8.2714e-05,-0.12978,1396200.0,0.00026143,1.1339,-0.12978,-0.046558,27.63,0.97917,-0.11901,-0.046558,-0.18957,-0.012824,0.00026143,-11.019,-0.69095,2.9532,0.3162,-0.042684,101.07,3.6114,3.3149,-0.13607,2.7875,2.3858,0.19045,-0.048813,0.0056865,2.6714,-0.042693,49.644,22.015,-0.61506,0.21337,26.344,-0.24902,-0.089334,0.4351,0.80955,0.2769,0.19156,0.30905,-382.29,-0.048813,-1.0994,1.0463,0.61328,13.21,16.58,106.0,3.4433,4.5233,0
-0.014331,0.80653,-0.15717,0.76266,-108.51,0.035141,-0.014412,0.20959,0.97836,0.16904,-0.014412,-0.021763,0.0080709,-0.014412,35869.0,0.010176,1.2399,-0.014412,-0.014173,52.45,0.90823,0.017051,-0.014093,0.045072,0.16904,0.010276,0.16405,-0.31754,4.3948,0.71421,-0.014173,232.55,1.5695,0.021141,0.017051,1.0705,2.4871,0.31336,0.016768,0.12602,0.66842,0.016768,151.33,98.878,-0.098075,0.542,51.315,-0.0055681,-0.0054757,0.6262,0.66222,0.63713,0.34153,0.6331,-3900.9,-0.022117,-0.084779,1.0221,0.85373,6.959,3.6914,237.7,1.5356,2.0545,0
0.16853,0.29816,0.38913,2.3721,-8.5817,0.36922,0.22146,2.0969,1.1126,0.62521,0.22146,0.78085,0.12209,0.22146,409.9,0.89045,3.3539,0.22146,0.10183,66.752,1.2491,0.23078,0.077499,0.50169,0.62521,0.71296,1.1807,1.1891,4.5735,0.073556,0.10183,52.962,6.8917,0.77402,0.23078,2.2143,18.902,0.63976,0.10612,0.61762,0.035669,0.10612,83.514,16.762,0.42376,0.96975,74.27,0.18674,0.085871,2.2563,0.28361,0.1451,1.9104,1.9549,14573.0,0.10122,0.26957,0.89878,0.023272,5.468,21.776,47.602,7.6678,6.6451,0
0.17306,0.70307,-0.072816,0.83106,-52.551,-0.18539,0.17306,0.42225,1.2436,0.29687,0.20853,0.40151,0.17944,0.17306,1150.0,0.31739,1.4223,0.17306,0.13916,22.923,1.997,0.19926,0.13916,0.2116,-0.012331,0.31739,5.6163,-0.11347,3.2122,0.56136,0.13916,145.78,2.5149,1.5417,0.16442,1.2925,1.0285,0.56921,0.13222,0.011572,0.093987,0.16023,103.67,80.747,2.2159,0.19277,26.415,0.14917,0.11995,0.50947,0.43101,0.3994,0.46262,0.88702,-118.69,0.13222,0.58293,0.83865,0.91738,15.923,4.5203,126.51,2.8852,1.9379,1
0.034269,0.43015,0.068297,1.2459,-39.957,0.2421,0.041363,0.8636,1.2153,0.37148,0.041363,0.14893,0.079698,0.041363,1325.6,0.27535,2.3248,0.041363,0.027833,46.477,1.2472,0.261,0.02306,0.30547,0.37148,0.25886,2.1344,0.10444,4.5055,0.24487,0.027833,82.901,4.4029,0.60677,0.261,1.4914,1.0288,0.52389,0.17563,0.26098,0.04183,0.17563,67.186,20.709,0.18109,0.56457,56.484,0.18392,0.12376,0.80445,0.27774,0.22713,0.56804,0.8011,2187.2,0.17716,0.09225,0.82284,0.41029,7.8533,17.626,68.214,5.3508,2.2725,0
0.1152,0.46255,0.19165,1.5484,-60.68,0.0,0.14378,1.1619,1.1775,0.53745,0.19935,0.41145,0.13986,0.14378,1025.1,0.35606,2.1619,0.14378,0.12211,106.05,0.9556,0.17075,0.097833,0.35479,0.49886,0.29426,3.0731,0.41763,5.4954,0.34251,0.12954,138.54,2.7033,2.0424,0.25686,1.1775,2.0647,0.63383,0.21813,0.17291,0.080445,0.14501,149.0,42.952,0.33673,0.56943,132.18,0.14984,0.12725,1.1698,0.34946,0.36992,1.1712,1.3812,1.5484,0.21813,0.21435,0.81886,0.17933,3.4419,8.4979,108.32,3.3696,2.566,0
0.016964,0.75503,0.081574,1.1268,-197.07,0.002708,0.016964,0.32445,0.8879,0.24497,0.06201,0.026366,0.019106,0.016964,16245.0,0.022468,1.3245,0.016964,0.019106,40.73,1.1724,0.072283,0.019106,0.049082,0.21637,0.022468,1.6046,0.29661,5.4194,0.84022,0.037342,331.67,1.2777,1.0888,0.076828,0.89533,90.948,0.25185,0.086528,0.68618,0.34818,0.081409,116.54,75.808,0.17121,0.97279,43.992,0.0,0.0,0.9602,0.64341,0.90868,0.89074,0.91577,21426.0,0.20253,0.069249,0.96847,0.028093,8.9614,4.8148,264.49,1.38,3.2285,1
-0.37179,0.88501,-0.13695,0.82343,-104.22,0.0,-0.37179,0.12982,1.9057,0.11489,-0.35018,-0.47934,-0.1712,-0.37179,-990.13,-0.36864,1.1299,-0.37179,-0.1951,95.601,0.46258,-0.32244,-0.1951,-0.14599,-0.069862,-0.36864,-14.918,-0.3788,3.3659,0.46404,-0.18833,122.67,2.9903,2.6207,-0.40188,1.9975,1.2753,0.2243,-0.21088,0.029489,-0.10654,-0.1692,117.95,22.345,-0.74487,0.67302,78.549,-0.36798,-0.1931,0.72165,0.77562,0.33441,0.31779,0.62041,-318.0,-0.21107,-3.236,1.1611,0.95228,3.8179,16.335,148.56,2.457,5.2711,1
0.024171,0.3895,0.55318,2.517,14194.0,0.54719,0.024171,1.5674,2.39,0.6105,0.057781,0.066288,0.021961,0.024171,2708.7,0.13475,2.5674,0.024171,0.010114,91.689,0.9915,0.057781,0.010114,0.32205,0.57136,0.13475,1.7192,6.7311,3.6379,0.16018,0.024176,57.085,6.4009,5.9923,0.058471,2.39,12.769,0.63536,0.024465,0.063131,0.1508,0.024176,136.66,44.966,0.040261,0.87058,93.887,0.029466,0.012329,2.3564,0.36464,0.15623,7.4286,7.7311,2403.0,0.024465,0.039593,0.99066,0.040724,3.9808,8.1173,55.689,6.5543,29.081,0
0.11769,0.49931,0.10883,1.3636,20.325,0.51672,0.1426,1.0027,1.2643,0.50067,0.1426,0.47644,0.14,0.1426,1222.6,0.29854,2.0028,0.1426,0.13393,22.815,0.98447,0.21798,0.11053,0.63854,0.50067,0.24865,2.5882,0.18387,4.1923,0.46035,0.13393,129.72,2.8138,0.43655,0.21798,1.0817,1.7079,0.70068,0.20472,0.014164,0.073141,0.20472,138.46,115.64,1.7684,1.1412,0.20472,0.21151,0.19865,0.8174,0.29931,0.3554,0.84593,1.1839,1694.5,0.20903,0.23506,0.79097,0.39946,15.998,3.1563,102.6,3.5574,1.799,0
0.25079,0.67863,-0.13089,0.71974,-89.903,-0.21709,0.30867,0.47337,1.6717,0.32125,0.39944,0.66092,0.28303,0.30867,523.53,0.69719,1.4736,0.30867,0.18465,42.762,1.0,0.3823,0.15003,0.61734,0.29683,0.61191,4.2115,-0.1972,3.9133,0.39878,0.20952,113.87,3.2316,2.224,0.17448,1.9089,0.68844,0.52503,0.10438,0.045195,0.041373,0.22869,68.786,26.023,1.2805,0.46454,47.364,0.21783,0.1303,0.49532,0.46703,0.30944,0.484,0.79102,-1072.0,0.10445,0.78069,0.79067,0.63436,8.5355,14.026,101.97,3.5793,2.5186,1
-0.043061,0.89228,-0.087251,0.78429,-89.909,0.0,-0.043254,0.12067,0.68262,0.10767,-0.0048129,-0.10694,0.071553,-0.043254,6667.8,0.054741,1.1207,-0.043254,-0.063365,30.642,1.0362,-0.0048129,-0.063082,-0.028773,0.012658,0.054957,-0.1252,-0.12779,3.8502,1.3071,-0.0086556,204.36,1.8066,0.81898,-0.039801,0.72593,1.1704,0.32976,-0.058306,0.037033,0.34075,-0.0070507,161.62,130.98,-0.75142,0.17871,28.953,-0.096911,-0.14197,0.35554,0.40449,0.5599,0.1577,0.48297,-618.0,-0.058325,-0.39992,1.0066,2.0625,11.912,2.7867,216.28,1.6876,0.99979,1
0.12443,0.71922,0.079442,1.232,0.34414,0.0,0.12443,0.39039,1.2728,0.28078,0.15148,0.36337,0.15904,0.12443,1296.9,0.28144,1.3904,0.12443,0.097763,21.837,1.0654,0.14371,0.097763,0.33922,0.19991,0.28144,5.3124,0.13741,4.4195,0.55151,0.11044,107.85,3.3844,1.6114,0.11384,1.2728,1.2392,0.55977,0.08944,0.057082,0.10814,0.11291,115.38,93.542,1.6341,1.0096,23.982,0.065723,0.051638,0.58658,0.34244,0.29548,0.48567,0.96825,2087.3,0.08944,0.44316,0.90511,0.99362,16.715,3.902,98.202,3.7168,2.2016,0
0.07943,0.69648,-0.082831,0.71462,-95.257,0.28158,0.07943,0.40217,1.1631,0.2801,0.07943,0.27366,0.26332,0.07943,1317.6,0.27702,1.4358,0.07943,0.10841,26.544,1.1309,0.11055,0.10841,0.28158,0.2801,0.27702,1.7548,-0.10451,4.5542,0.93348,0.10841,168.17,2.1704,0.15872,0.11055,0.74442,0.37943,0.68633,0.15088,0.044959,0.1022,0.15088,96.826,70.282,1.4907,0.53104,30.873,-0.0029595,-0.0040392,0.29781,0.29025,0.46074,0.3534,0.86594,-2967.3,0.14023,0.28358,0.85977,1.4503,13.751,5.1934,144.59,2.5244,0.92445,0
0.095189,0.49892,-0.068947,0.40961,-370.13,0.0,0.095189,1.0043,0.59176,0.50108,0.096262,0.8151,0.16086,0.095189,1913.1,0.19079,2.0043,0.095189,0.16086,18.637,0.80169,0.096254,0.16086,0.45282,0.48841,0.19079,89.729,-0.072411,4.2544,0.83301,0.16086,83.732,4.3859,1.0266,0.082688,0.59176,0.099318,0.67849,0.13973,0.067535,0.17278,0.16266,24.64,6.0032,3.1503,0.15088,21.532,0.096254,0.16266,0.095878,0.11678,0.228,0.52626,0.71258,-1238.5,0.13973,0.18997,0.86736,0.35404,19.585,60.801,72.032,5.0672,0.62149,0
0.54045,0.27543,0.66329,5.4258,363.6,0.18114,0.67779,2.6307,0.7776,0.72457,0.70542,4.5225,0.87894,0.67779,147.09,2.4815,3.6307,0.67779,0.87165,17.858,1.0352,0.69839,0.69503,0.96743,0.72159,1.9828,25.274,3.5501,4.2245,-0.29312,0.87383,88.237,4.1366,2.2509,0.15765,0.7776,7.9313,0.8223,0.20274,3.3908,0.01304,0.89814,143.16,125.3,14.206,5.1719,22.399,0.69272,0.89084,2.9524,0.14987,0.24175,3.8781,4.4012,11122.0,0.20274,0.74589,0.49734,0.13488,20.439,2.913,70.348,5.1885,4.1619,0
0.050537,0.6291,-0.0079061,0.98263,-9.5425,-0.051125,0.050537,0.58958,1.756,0.3709,0.071488,0.11102,0.041042,0.050537,3186.0,0.11456,1.5896,0.050537,0.028779,6.0791,1.2248,0.070983,0.028779,-0.00058787,-0.0055209,0.11456,3.3881,-0.014304,3.9349,0.35653,0.039938,97.807,3.7334,2.7015,0.057273,1.771,2.6193,0.53051,0.032615,0.022697,0.22666,0.040422,90.826,84.747,1.7279,0.91838,6.2814,0.049449,0.028159,0.71102,0.45521,0.26785,0.67108,0.95985,-68.05,0.032614,0.13625,0.97146,0.43031,60.042,4.3069,94.617,3.8577,3.1772,1
